record_id,question_id,decision,reason_codes,confidence,evidence_basis
PMID-12969183,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12969188,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12970004,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12970065,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12970879,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12971265,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12971955,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-12974506,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-13130170,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-13678704,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-13680386,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14500361,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14500857,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14502318,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14504754,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14506394,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14506495,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14506637,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14506747,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14508131,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14511358,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14515796,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14516142,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14517517,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14518097,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14518723,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14518724,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14519400,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14519709,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14519847,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14520938,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14520943,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14522385,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14523276,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14523797,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14524394,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14528225,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14528320,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14529059,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14529769,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14529924,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14533218,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14534155,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14534532,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14534608,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14534818,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14534820,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14534962,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14535985,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14552166,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14559927,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14560505,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,low,title_only
PMID-14562577,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14562856,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14567535,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14568389,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14569604,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14569718,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14570746,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14571164,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14571298,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14571607,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14571732,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14571810,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14571815,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14576489,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14576492,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14576496,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14578732,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14578911,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14579676,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14579926,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14579927,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14579928,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14582467,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14582472,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14582568,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14582707,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14584117,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14585156,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14585238,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14586410,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14586875,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14594131,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14594137,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14594138,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14594730,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14596655,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14598264,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14599095,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14599929,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14599958,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14599990,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14604899,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14605670,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14605926,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14605974,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14606098,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14606352,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14607646,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14610864,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14614027,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14614200,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14614353,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14614633,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14614709,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14614721,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14616161,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,high,abstract
PMID-14617474,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14623342,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14623915,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14624292,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14624743,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14625099,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14625834,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14625884,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14628907,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14633172,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14633959,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14639606,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14639619,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14640098,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14641579,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14642247,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,low,title_only
PMID-14642608,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14642609,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14642611,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14642635,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,low,title_only
PMID-14643897,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14644768,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14645705,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14647223,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14647466,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14648068,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14654569,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14656166,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14657599,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14657826,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14660630,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14660836,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14666765,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14666821,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14667178,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14667204,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14668605,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14669788,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14669792,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14669995,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14670180,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14671938,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14672630,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14673725,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14673736,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,low,title_only
PMID-14675240,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14678276,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14678723,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14678906,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14679419,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14681491,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14684378,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14684579,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14687046,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,high,abstract
PMID-14687163,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14687815,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14688335,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14689193,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14689194,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14694985,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14696472,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14699501,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14699691,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14700288,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14705825,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,low,title_only
PMID-14706336,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14707391,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14707397,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14707730,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14707735,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14707742,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14708207,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14708512,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14708545,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14708891,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14709551,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14714971,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,low,title_only
PMID-14715563,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14716874,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14718102,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14719054,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14720458,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14720504,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14723342,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14724575,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14724828,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14725234,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14726613,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14728856,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14729063,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14729643,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14730176,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14730221,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14735240,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14735241,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14737942,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14738204,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14738205,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14738672,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14739298,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14739847,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14741775,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14741781,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14743072,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14743884,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14743894,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14744781,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14745355,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14747571,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14748267,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14748292,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14748874,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14750167,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14751361,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14755935,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14756010,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14757022,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14758309,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14760068,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14764921,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14767564,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14767989,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14872414,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14962847,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14965044,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14966572,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14968573,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14972017,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14973074,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14974308,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14974739,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14976389,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14978368,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14980035,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14985957,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14986280,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14987408,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14987744,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14988653,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14989050,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-14989921,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14990705,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14991139,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14991625,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14992426,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14994109,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14994441,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14997400,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14999675,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14999677,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-14999682,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14999689,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-14999696,OTC-LIT-Q04-DIGESTIVE,uncertain,exposure;insufficient_abstract,medium,abstract
PMID-15000152,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15000153,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15001782,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15004516,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15007522,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15010023,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15010025,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15010872,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15012784,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15017636,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15017664,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,low,title_only
PMID-15017671,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15018749,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15021314,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15023150,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15026352,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15026896,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15027068,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15028978,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15029458,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15029990,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15033455,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15034216,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15034291,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15035265,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15036192,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15040040,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15040545,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15040882,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15044632,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15046215,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,high,abstract
PMID-15046216,OTC-LIT-Q04-DIGESTIVE,retain,exposure;outcome;human_signal,low,title_only
PMID-15047952,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15049336,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15050142,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15050178,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15051630,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15052683,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15054038,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
PMID-15057751,OTC-LIT-Q04-DIGESTIVE,deprioritize,off_topic,high,abstract
